run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,expected_behavior,observed_behavior,exact_match,function_name_correct,argument_accuracy,tool_hallucination,strict_parse_success,schema_valid,nontrivial_error,primary_error,generated_sha256,generation_input_tokens,generation_output_tokens
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:19,f4768b056690b75d2b19e5306ec63fb274de836e606856a3d15406a19025aaa2,tool_call,tool_call,True,True,True,False,True,True,False,,629c8b3bae8ef439a5231baf532b2fc9b8f28201abb8f9eb3f1d1d4a644e6764,842,40
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:20,897c7affdc2098cedab98685100395e7516dcc770db4612cef5c93f9d618901a,tool_call,tool_call,True,True,True,False,True,True,False,,3caa6dd0cd406044399e53a6184584421dfd4cb24fc95670fa69982b5b74df4a,781,40
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:21,8bb64be5c9133d8d669728b85748d26d00117501494aefd07de5a3d490839e99,tool_call,tool_call,True,True,True,False,True,True,False,,cb90fc01dee403ce46773aa742c435eb101d156752bab1a10f37ff682311025e,833,40
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:22,91d8adcc459cdfe503908cda44057975fbf8c553bc726830449f7e2d88085a60,tool_call,tool_call,True,True,True,False,True,True,False,,1afb3dae8acaebb88fa5ed9e8b6dfa0998d1b02462ba7788489e40251e4d417e,828,40
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:23,04411be5d76865397e83fe957741740dbecbbe6386fcb2adaa7435b6fc88c6c5,tool_call,tool_call,True,True,True,False,True,True,False,,0d2834109277d2e9156a50d125f448bf429cb146ff692044abef99bbb8651595,796,40
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:24,8e37ae026d6517a0a47eb68ff52cc776eca0c683528b080dbb797be228ef0423,tool_call,tool_call,True,True,True,False,True,True,False,,79a1466ed0a7384dee926cc8d8af141b46dda4338e0d2d83ba773f12afbb0d37,822,40
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:25,594248c39a383c108ed36a054f104b1fbd9c95f286f8105cfbe1bbc1b9d809ee,tool_call,tool_call,True,True,True,False,True,True,False,,4489a54ad4ae4575b106d03911aa0af4bd7b50cd8c7f761c98b4dc1efd0012dc,655,40
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:26,4f4295d5a81918f3f36f6e5b88fa9f856959a5e51037bf250101879e16330af4,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,dfb997a354fd4c20d63b771f1ea8327c5d77fa5568ed98202d11910a4cacdc86,753,41
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:27,b74f5d046339df049e53cef8974f8f61e39ae53d02e2f06604c49ea2ba3f8d2e,tool_call,tool_call,True,True,True,False,True,True,False,,4218e5751ff429dcd3befa3b492236772cda45abb9b6797454642ac203cf6880,839,41
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:28,ce16894b04a7916f547d7d2c357b7cd2eda873f031aec5fb21d4b118aa4725e2,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,e4590084b416c60e613ee71564e235290f452dd5fb30dbeefab58c43056af4b0,896,41
s3d002,final,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:29,5fc393f36436206b5044b77655b87290ba3d57475a8d3c4bd7522a6984cdcf20,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,f30f4015a363883952f4cc1cc5954a86da49dbae3f9852f621ddaa84e50634fa,904,41
